country,eu_region,sector,year,gpg_pct,eu_sector_avg,vs_sector_avg,flag_code,flag_note
Romania,Eastern,Health & social work,2008,9.4,20.73,-11.33,d,definition differs
Romania,Eastern,Health & social work,2009,11.3,20.72,-9.42,d,definition differs
Romania,Eastern,Health & social work,2010,8.6,20.26,-11.66,,
Romania,Eastern,Health & social work,2011,9.1,20.36,-11.26,,
Romania,Eastern,Health & social work,2012,6.6,20.35,-13.75,,
Romania,Eastern,Health & social work,2013,9.3,20.0,-10.7,,
Romania,Eastern,Health & social work,2014,8.9,18.6,-9.7,,
Romania,Eastern,Health & social work,2015,8.2,19.34,-11.14,e,estimated
Romania,Eastern,Health & social work,2016,10.2,18.5,-8.3,e,estimated
Romania,Eastern,Health & social work,2017,12.7,18.44,-5.74,e,estimated
Romania,Eastern,Health & social work,2018,12.6,18.0,-5.4,,
Romania,Eastern,Health & social work,2019,14.3,17.54,-3.24,,
Romania,Eastern,Health & social work,2020,11.9,17.34,-5.44,,
Romania,Eastern,Health & social work,2021,13.1,17.61,-4.51,,
Romania,Eastern,Health & social work,2022,12.5,16.69,-4.19,,
Romania,Eastern,Health & social work,2023,11.2,16.86,-5.66,e,estimated
Romania,Eastern,Health & social work,2024,9.0,16.44,-7.44,e,estimated
Romania,Eastern,ICT,2007,5.3,18.29,-12.99,d,definition differs
Romania,Eastern,ICT,2008,8.9,21.31,-12.41,d,definition differs
Romania,Eastern,ICT,2009,7.1,21.09,-13.99,d,definition differs
Romania,Eastern,ICT,2010,9.8,20.16,-10.36,,
Romania,Eastern,ICT,2011,12.2,19.29,-7.09,,
Romania,Eastern,ICT,2012,13.3,19.6,-6.3,,
Romania,Eastern,ICT,2013,17.5,19.35,-1.85,,
Romania,Eastern,ICT,2014,16.6,18.67,-2.07,,
Romania,Eastern,ICT,2015,20.4,19.15,1.25,e,estimated
Romania,Eastern,ICT,2016,19.4,19.1,0.3,e,estimated
Romania,Eastern,ICT,2017,20.2,19.68,0.52,e,estimated
Romania,Eastern,ICT,2018,22.7,19.41,3.29,,
Romania,Eastern,ICT,2019,25.6,19.66,5.94,,
Romania,Eastern,ICT,2020,20.1,19.41,0.69,,
Romania,Eastern,ICT,2021,17.2,19.15,-1.95,,
Romania,Eastern,ICT,2022,17.9,19.56,-1.66,,
Romania,Eastern,ICT,2023,16.7,19.65,-2.95,e,estimated
Romania,Eastern,ICT,2024,17.6,19.33,-1.73,e,estimated
Romania,Eastern,Manufacturing,2007,24.8,24.84,-0.04,d,definition differs
Romania,Eastern,Manufacturing,2008,23.4,23.5,-0.1,d,definition differs
Romania,Eastern,Manufacturing,2009,22.9,22.39,0.51,d,definition differs
Romania,Eastern,Manufacturing,2010,22.6,21.21,1.39,,
Romania,Eastern,Manufacturing,2011,21.8,21.0,0.8,,
Romania,Eastern,Manufacturing,2012,21.6,21.17,0.43,,
Romania,Eastern,Manufacturing,2013,20.5,20.76,-0.26,,
Romania,Eastern,Manufacturing,2014,19.6,20.32,-0.72,,
Romania,Eastern,Manufacturing,2015,18.5,19.69,-1.19,e,estimated
Romania,Eastern,Manufacturing,2016,19.9,19.49,0.41,e,estimated
Romania,Eastern,Manufacturing,2017,20.1,19.21,0.89,e,estimated
Romania,Eastern,Manufacturing,2018,22.1,18.51,3.59,,
Romania,Eastern,Manufacturing,2019,23.0,18.28,4.72,,
Romania,Eastern,Manufacturing,2020,21.2,17.42,3.78,,
Romania,Eastern,Manufacturing,2021,21.4,17.06,4.34,,
Romania,Eastern,Manufacturing,2022,21.0,16.52,4.48,,
Romania,Eastern,Manufacturing,2023,22.6,16.0,6.6,e,estimated
Romania,Eastern,Manufacturing,2024,18.3,15.3,3.0,e,estimated
Romania,Eastern,Mining & quarrying,2007,11.0,11.31,-0.31,d,definition differs
Romania,Eastern,Mining & quarrying,2008,-4.9,13.42,-18.32,d,definition differs
Romania,Eastern,Mining & quarrying,2009,4.1,13.42,-9.32,d,definition differs
Romania,Eastern,Mining & quarrying,2010,-13.9,9.81,-23.71,,
Romania,Eastern,Mining & quarrying,2011,-11.2,9.22,-20.42,,
Romania,Eastern,Mining & quarrying,2012,-12.2,9.94,-22.14,,
Romania,Eastern,Mining & quarrying,2013,-9.7,9.53,-19.23,,
Romania,Eastern,Mining & quarrying,2014,-9.5,7.75,-17.25,,
Romania,Eastern,Mining & quarrying,2015,-10.7,10.05,-20.75,e,estimated
Romania,Eastern,Mining & quarrying,2016,-12.9,9.56,-22.46,e,estimated
Romania,Eastern,Mining & quarrying,2017,-7.6,11.11,-18.71,e,estimated
Romania,Eastern,Mining & quarrying,2018,-2.9,11.41,-14.31,,
Romania,Eastern,Mining & quarrying,2019,-13.2,9.42,-22.62,,
Romania,Eastern,Mining & quarrying,2020,-14.6,8.23,-22.83,,
Romania,Eastern,Mining & quarrying,2021,-8.1,6.42,-14.52,,
Romania,Eastern,Mining & quarrying,2022,-8.4,5.23,-13.63,,
Romania,Eastern,Mining & quarrying,2023,-16.6,6.08,-22.68,e,estimated
Romania,Eastern,Mining & quarrying,2024,-3.4,6.48,-9.88,e,estimated
Romania,Eastern,Other services,2007,16.4,22.92,-6.52,d,definition differs
Romania,Eastern,Other services,2008,19.0,20.21,-1.21,d,definition differs
Romania,Eastern,Other services,2009,25.3,20.3,5.0,d,definition differs
Romania,Eastern,Other services,2010,29.0,21.75,7.25,,
Romania,Eastern,Other services,2011,24.7,19.12,5.58,,
Romania,Eastern,Other services,2012,22.3,19.07,3.23,,
Romania,Eastern,Other services,2013,17.0,18.06,-1.06,,
Romania,Eastern,Other services,2014,13.1,19.07,-5.97,,
Romania,Eastern,Other services,2015,17.1,17.8,-0.7,e,estimated
Romania,Eastern,Other services,2016,20.0,15.62,4.38,e,estimated
Romania,Eastern,Other services,2017,20.7,15.52,5.18,e,estimated
Romania,Eastern,Other services,2018,22.7,15.64,7.06,,
Romania,Eastern,Other services,2019,22.6,15.38,7.22,,
Romania,Eastern,Other services,2020,18.4,13.77,4.63,,
Romania,Eastern,Other services,2021,21.0,13.52,7.48,,
Romania,Eastern,Other services,2022,12.4,11.66,0.74,,
Romania,Eastern,Other services,2023,15.9,11.73,4.17,e,estimated
Romania,Eastern,Other services,2024,15.6,11.16,4.44,e,estimated
Romania,Eastern,Professional & scientific,2007,-17.0,13.3,-30.3,d,definition differs
Romania,Eastern,Professional & scientific,2008,-0.3,20.41,-20.71,d,definition differs
Romania,Eastern,Professional & scientific,2009,-1.4,19.84,-21.24,d,definition differs
Romania,Eastern,Professional & scientific,2010,-0.2,19.08,-19.28,,
Romania,Eastern,Professional & scientific,2011,2.3,19.24,-16.94,,
Romania,Eastern,Professional & scientific,2012,-1.0,19.28,-20.28,,
Romania,Eastern,Professional & scientific,2013,1.3,19.12,-17.82,,
Romania,Eastern,Professional & scientific,2014,1.1,18.93,-17.83,,
Romania,Eastern,Professional & scientific,2015,1.2,19.53,-18.33,e,estimated
Romania,Eastern,Professional & scientific,2016,-0.1,18.95,-19.05,e,estimated
Romania,Eastern,Professional & scientific,2017,3.7,19.69,-15.99,e,estimated
Romania,Eastern,Professional & scientific,2018,5.1,19.4,-14.3,,
Romania,Eastern,Professional & scientific,2019,2.3,18.04,-15.74,,
Romania,Eastern,Professional & scientific,2020,-3.8,16.96,-20.76,,
Romania,Eastern,Professional & scientific,2021,-3.1,16.07,-19.17,,
Romania,Eastern,Professional & scientific,2022,-5.4,15.54,-20.94,,
Romania,Eastern,Professional & scientific,2023,-4.3,15.65,-19.95,e,estimated
Romania,Eastern,Professional & scientific,2024,0.7,15.69,-14.99,e,estimated
Romania,Eastern,Public admin,2007,-0.8,6.42,-7.22,d,definition differs
Romania,Eastern,Public admin,2008,-2.1,12.74,-14.84,d,definition differs
Romania,Eastern,Public admin,2009,3.7,11.92,-8.22,d,definition differs
Romania,Eastern,Public admin,2010,-0.2,10.69,-10.89,,
Romania,Eastern,Public admin,2011,2.0,9.96,-7.96,,
Romania,Eastern,Public admin,2012,0.2,9.14,-8.94,,
Romania,Eastern,Public admin,2013,0.2,9.14,-8.94,,
Romania,Eastern,Public admin,2014,-1.1,9.21,-10.31,,
Romania,Eastern,Public admin,2015,-0.1,8.08,-8.18,e,estimated
Romania,Eastern,Public admin,2016,-1.0,9.0,-10.0,e,estimated
Romania,Eastern,Public admin,2017,1.3,8.94,-7.64,e,estimated
Romania,Eastern,Public admin,2018,2.3,6.84,-4.54,,
Romania,Eastern,Public admin,2019,0.5,8.19,-7.69,,
Romania,Eastern,Public admin,2020,1.5,8.26,-6.76,,
Romania,Eastern,Public admin,2021,2.1,8.39,-6.29,,
Romania,Eastern,Public admin,2022,1.9,8.3,-6.4,,
Romania,Eastern,Public admin,2023,3.8,7.55,-3.75,e,estimated
Romania,Eastern,Public admin,2024,5.5,7.72,-2.22,e,estimated
Romania,Eastern,Real estate,2007,-16.8,14.16,-30.96,d,definition differs
Romania,Eastern,Real estate,2008,6.6,17.98,-11.38,d,definition differs
Romania,Eastern,Real estate,2009,7.7,17.5,-9.8,d,definition differs
Romania,Eastern,Real estate,2010,11.3,17.63,-6.33,,
Romania,Eastern,Real estate,2011,18.5,17.0,1.5,,
Romania,Eastern,Real estate,2012,8.3,14.48,-6.18,,
Romania,Eastern,Real estate,2013,3.3,14.22,-10.92,,
Romania,Eastern,Real estate,2014,0.6,13.87,-13.27,,
Romania,Eastern,Real estate,2015,4.8,12.5,-7.7,e,estimated
Romania,Eastern,Real estate,2016,9.8,12.42,-2.62,e,estimated
Romania,Eastern,Real estate,2017,10.3,10.75,-0.45,e,estimated
Romania,Eastern,Real estate,2018,1.4,10.39,-8.99,,
Romania,Eastern,Real estate,2019,0.9,10.93,-10.03,,
Romania,Eastern,Real estate,2020,3.3,11.7,-8.4,,
Romania,Eastern,Real estate,2021,6.5,12.03,-5.53,,
Romania,Eastern,Real estate,2022,11.4,12.41,-1.01,,
Romania,Eastern,Real estate,2023,12.4,11.47,0.93,e,estimated
Romania,Eastern,Real estate,2024,10.7,10.25,0.45,e,estimated
Romania,Eastern,Transport & storage,2007,3.6,2.8,0.8,d,definition differs
Romania,Eastern,Transport & storage,2008,3.6,8.5,-4.9,d,definition differs
Romania,Eastern,Transport & storage,2009,9.5,7.94,1.56,d,definition differs
Romania,Eastern,Transport & storage,2010,1.9,7.67,-5.77,,
Romania,Eastern,Transport & storage,2011,3.2,5.31,-2.11,,
Romania,Eastern,Transport & storage,2012,-3.6,4.83,-8.43,,
Romania,Eastern,Transport & storage,2013,-5.1,4.43,-9.53,,
Romania,Eastern,Transport & storage,2014,-8.9,4.97,-13.87,,
Romania,Eastern,Transport & storage,2015,-9.5,2.81,-12.31,e,estimated
Romania,Eastern,Transport & storage,2016,-7.7,3.07,-10.77,e,estimated
Romania,Eastern,Transport & storage,2017,-4.6,3.5,-8.1,e,estimated
Romania,Eastern,Transport & storage,2018,-4.5,3.79,-8.29,,
Romania,Eastern,Transport & storage,2019,-6.6,3.24,-9.84,,
Romania,Eastern,Transport & storage,2020,-3.1,3.29,-6.39,,
Romania,Eastern,Transport & storage,2021,-4.6,4.28,-8.88,,
Romania,Eastern,Transport & storage,2022,-5.7,4.04,-9.74,,
Romania,Eastern,Transport & storage,2023,-3.4,3.9,-7.3,e,estimated
Romania,Eastern,Transport & storage,2024,1.3,3.95,-2.65,e,estimated
Romania,Eastern,Water & waste,2007,14.4,6.97,7.43,d,definition differs
Romania,Eastern,Water & waste,2008,7.1,5.31,1.79,d,definition differs
Romania,Eastern,Water & waste,2009,2.4,3.74,-1.34,d,definition differs
Romania,Eastern,Water & waste,2010,-5.3,3.05,-8.35,,
Romania,Eastern,Water & waste,2011,-0.5,1.55,-2.05,,
Romania,Eastern,Water & waste,2012,-2.6,2.02,-4.62,,
Romania,Eastern,Water & waste,2013,-11.3,2.59,-13.89,,
Romania,Eastern,Water & waste,2014,-5.0,3.25,-8.25,,
Romania,Eastern,Water & waste,2015,-1.8,2.6,-4.4,e,estimated
Romania,Eastern,Water & waste,2016,-0.4,2.64,-3.04,e,estimated
Romania,Eastern,Water & waste,2017,2.4,3.16,-0.76,e,estimated
Romania,Eastern,Water & waste,2018,1.2,1.56,-0.36,,
Romania,Eastern,Water & waste,2019,3.1,1.94,1.16,,
Romania,Eastern,Water & waste,2020,2.0,1.04,0.96,,
Romania,Eastern,Water & waste,2021,2.5,0.78,1.72,,
Romania,Eastern,Water & waste,2022,1.6,-1.37,2.97,,
Romania,Eastern,Water & waste,2023,4.5,-1.89,6.39,e,estimated
Romania,Eastern,Water & waste,2024,2.2,-2.09,4.29,e,estimated
Romania,Eastern,Wholesale & retail,2007,13.7,21.37,-7.67,d,definition differs
Romania,Eastern,Wholesale & retail,2008,14.6,23.33,-8.73,d,definition differs
Romania,Eastern,Wholesale & retail,2009,11.0,22.7,-11.7,d,definition differs
Romania,Eastern,Wholesale & retail,2010,12.3,21.78,-9.48,,
Romania,Eastern,Wholesale & retail,2011,10.1,21.61,-11.51,,
Romania,Eastern,Wholesale & retail,2012,10.5,21.6,-11.1,,
Romania,Eastern,Wholesale & retail,2013,7.0,20.83,-13.83,,
Romania,Eastern,Wholesale & retail,2014,9.0,20.74,-11.74,,
Romania,Eastern,Wholesale & retail,2015,12.7,21.34,-8.64,e,estimated
Romania,Eastern,Wholesale & retail,2016,12.9,20.98,-8.08,e,estimated
Romania,Eastern,Wholesale & retail,2017,10.8,20.74,-9.94,e,estimated
Romania,Eastern,Wholesale & retail,2018,14.1,20.36,-6.26,,
Romania,Eastern,Wholesale & retail,2019,12.3,19.38,-7.08,,
Romania,Eastern,Wholesale & retail,2020,12.6,18.61,-6.01,,
Romania,Eastern,Wholesale & retail,2021,15.3,18.39,-3.09,,
Romania,Eastern,Wholesale & retail,2022,12.7,17.95,-5.25,,
Romania,Eastern,Wholesale & retail,2023,13.5,17.79,-4.29,e,estimated
Romania,Eastern,Wholesale & retail,2024,14.0,17.37,-3.37,e,estimated
Slovakia,Eastern,Accommodation & food,2008,18.5,15.4,3.1,,
Slovakia,Eastern,Accommodation & food,2009,16.5,15.2,1.3,,
Slovakia,Eastern,Accommodation & food,2010,11.3,14.7,-3.4,,
Slovakia,Eastern,Accommodation & food,2011,0.4,13.27,-12.87,,
Slovakia,Eastern,Accommodation & food,2012,13.7,12.87,0.83,,
Slovakia,Eastern,Accommodation & food,2013,12.4,11.47,0.93,,
Slovakia,Eastern,Accommodation & food,2014,14.9,11.03,3.87,,
Slovakia,Eastern,Accommodation & food,2015,13.6,10.94,2.66,,
Slovakia,Eastern,Accommodation & food,2016,11.6,11.27,0.33,,
Slovakia,Eastern,Accommodation & food,2017,13.3,10.37,2.93,,
Slovakia,Eastern,Accommodation & food,2018,12.1,9.52,2.58,,
Slovakia,Eastern,Accommodation & food,2019,9.7,9.92,-0.22,,
Slovakia,Eastern,Accommodation & food,2020,10.9,9.77,1.13,,
Slovakia,Eastern,Accommodation & food,2021,10.2,9.17,1.03,,
Slovakia,Eastern,Accommodation & food,2022,10.3,9.5,0.8,,
Slovakia,Eastern,Accommodation & food,2023,12.3,9.0,3.3,p,provisional
Slovakia,Eastern,Accommodation & food,2024,9.4,8.01,1.39,p,provisional
Slovakia,Eastern,Admin & support,2008,1.5,12.91,-11.41,,
Slovakia,Eastern,Admin & support,2009,7.3,9.83,-2.53,,
Slovakia,Eastern,Admin & support,2010,6.2,9.81,-3.61,,
Slovakia,Eastern,Admin & support,2011,7.8,8.95,-1.15,,
Slovakia,Eastern,Admin & support,2012,9.2,8.93,0.27,,
Slovakia,Eastern,Admin & support,2013,8.8,8.22,0.58,,
Slovakia,Eastern,Admin & support,2014,10.0,8.16,1.84,,
Slovakia,Eastern,Admin & support,2015,9.6,7.7,1.9,,
Slovakia,Eastern,Admin & support,2016,8.6,6.76,1.84,,
Slovakia,Eastern,Admin & support,2017,7.8,6.72,1.08,,
Slovakia,Eastern,Admin & support,2018,4.9,7.19,-2.29,,
Slovakia,Eastern,Admin & support,2019,1.1,7.36,-6.26,,
Slovakia,Eastern,Admin & support,2020,2.1,7.65,-5.55,,
Slovakia,Eastern,Admin & support,2021,2.9,7.45,-4.55,,
Slovakia,Eastern,Admin & support,2022,4.1,7.76,-3.66,,
Slovakia,Eastern,Admin & support,2023,4.4,7.06,-2.66,p,provisional
Slovakia,Eastern,Admin & support,2024,3.2,7.31,-4.11,p,provisional
Slovakia,Eastern,Arts & entertainment,2008,15.9,18.84,-2.94,,
Slovakia,Eastern,Arts & entertainment,2009,16.9,18.18,-1.28,,
Slovakia,Eastern,Arts & entertainment,2010,7.7,17.91,-10.21,,
Slovakia,Eastern,Arts & entertainment,2011,14.3,18.58,-4.28,,
Slovakia,Eastern,Arts & entertainment,2012,13.7,17.99,-4.29,,
Slovakia,Eastern,Arts & entertainment,2013,16.3,17.53,-1.23,,
Slovakia,Eastern,Arts & entertainment,2014,16.1,18.99,-2.89,,
Slovakia,Eastern,Arts & entertainment,2015,21.2,18.9,2.3,,
Slovakia,Eastern,Arts & entertainment,2016,19.3,17.73,1.57,,
Slovakia,Eastern,Arts & entertainment,2017,22.6,16.89,5.71,,
Slovakia,Eastern,Arts & entertainment,2018,21.0,15.3,5.7,,
Slovakia,Eastern,Arts & entertainment,2019,11.7,17.88,-6.18,,
Slovakia,Eastern,Arts & entertainment,2020,9.5,17.28,-7.78,,
Slovakia,Eastern,Arts & entertainment,2021,11.7,16.4,-4.7,,
Slovakia,Eastern,Arts & entertainment,2022,13.6,15.68,-2.08,,
Slovakia,Eastern,Arts & entertainment,2023,15.0,16.38,-1.38,p,provisional
Slovakia,Eastern,Arts & entertainment,2024,16.6,15.79,0.81,p,provisional
Slovakia,Eastern,Construction,2008,8.7,0.8,7.9,,
Slovakia,Eastern,Construction,2009,9.1,0.82,8.28,,
Slovakia,Eastern,Construction,2010,4.6,-0.56,5.16,,
Slovakia,Eastern,Construction,2011,1.5,1.1,0.4,,
Slovakia,Eastern,Construction,2012,8.8,1.74,7.06,,
Slovakia,Eastern,Construction,2013,5.1,-0.09,5.19,,
Slovakia,Eastern,Construction,2014,8.2,0.35,7.85,,
Slovakia,Eastern,Construction,2015,4.8,-0.4,5.2,,
Slovakia,Eastern,Construction,2016,3.8,-0.81,4.61,,
Slovakia,Eastern,Construction,2017,6.8,-1.56,8.36,,
Slovakia,Eastern,Construction,2018,11.0,-0.48,11.48,,
Slovakia,Eastern,Construction,2019,8.0,-1.5,9.5,,
Slovakia,Eastern,Construction,2020,8.0,-2.33,10.33,,
Slovakia,Eastern,Construction,2021,2.6,-2.52,5.12,,
Slovakia,Eastern,Construction,2022,2.3,-3.44,5.74,,
Slovakia,Eastern,Construction,2023,3.3,-3.4,6.7,p,provisional
Slovakia,Eastern,Construction,2024,4.7,-3.01,7.71,p,provisional
Slovakia,Eastern,Education,2008,10.7,13.8,-3.1,,
Slovakia,Eastern,Education,2009,14.9,12.7,2.2,,
Slovakia,Eastern,Education,2010,14.5,12.44,2.06,,
Slovakia,Eastern,Education,2011,15.6,11.03,4.57,,
Slovakia,Eastern,Education,2012,15.4,10.98,4.42,,
Slovakia,Eastern,Education,2013,13.9,11.64,2.26,,
Slovakia,Eastern,Education,2014,13.0,11.52,1.48,,
Slovakia,Eastern,Education,2015,14.6,11.38,3.22,,
Slovakia,Eastern,Education,2016,14.8,11.88,2.92,,
Slovakia,Eastern,Education,2017,13.7,11.38,2.32,,
Slovakia,Eastern,Education,2018,11.8,11.46,0.34,,
Slovakia,Eastern,Education,2019,11.1,11.31,-0.21,,
Slovakia,Eastern,Education,2020,11.4,10.26,1.14,,
Slovakia,Eastern,Education,2021,11.4,9.88,1.52,,
Slovakia,Eastern,Education,2022,11.6,9.29,2.31,,
Slovakia,Eastern,Education,2023,12.6,9.56,3.04,p,provisional
Slovakia,Eastern,Education,2024,13.8,9.47,4.33,p,provisional
Slovakia,Eastern,Electricity & gas,2008,9.1,17.62,-8.52,,
Slovakia,Eastern,Electricity & gas,2009,12.5,17.51,-5.01,,
Slovakia,Eastern,Electricity & gas,2010,15.9,16.49,-0.59,,
Slovakia,Eastern,Electricity & gas,2011,9.4,13.56,-4.16,,
Slovakia,Eastern,Electricity & gas,2012,10.5,13.34,-2.84,,
Slovakia,Eastern,Electricity & gas,2013,12.8,12.18,0.62,,
Slovakia,Eastern,Electricity & gas,2014,11.9,12.24,-0.34,,
Slovakia,Eastern,Electricity & gas,2015,7.9,11.63,-3.73,,
Slovakia,Eastern,Electricity & gas,2016,10.0,10.79,-0.79,,
Slovakia,Eastern,Electricity & gas,2017,10.8,10.49,0.31,,
Slovakia,Eastern,Electricity & gas,2018,14.9,11.55,3.35,,
Slovakia,Eastern,Electricity & gas,2019,11.9,9.89,2.01,,
Slovakia,Eastern,Electricity & gas,2020,9.6,9.17,0.43,,
Slovakia,Eastern,Electricity & gas,2021,10.0,8.33,1.67,,
Slovakia,Eastern,Electricity & gas,2022,12.4,7.52,4.88,,
Slovakia,Eastern,Electricity & gas,2023,12.3,7.98,4.32,p,provisional
Slovakia,Eastern,Electricity & gas,2024,13.2,8.11,5.09,p,provisional
Slovakia,Eastern,Finance & insurance,2008,38.2,31.2,7.0,,
Slovakia,Eastern,Finance & insurance,2009,39.6,31.22,8.38,,
Slovakia,Eastern,Finance & insurance,2010,37.1,29.03,8.07,,
Slovakia,Eastern,Finance & insurance,2011,37.6,29.99,7.61,,
Slovakia,Eastern,Finance & insurance,2012,35.1,29.75,5.35,,
Slovakia,Eastern,Finance & insurance,2013,35.3,28.7,6.6,,
Slovakia,Eastern,Finance & insurance,2014,35.4,28.15,7.25,,
Slovakia,Eastern,Finance & insurance,2015,38.0,27.69,10.31,,
Slovakia,Eastern,Finance & insurance,2016,36.2,26.46,9.74,,
Slovakia,Eastern,Finance & insurance,2017,34.9,27.26,7.64,,
Slovakia,Eastern,Finance & insurance,2018,33.9,26.38,7.52,,
Slovakia,Eastern,Finance & insurance,2019,31.8,26.03,5.77,,
Slovakia,Eastern,Finance & insurance,2020,31.8,25.88,5.92,,
Slovakia,Eastern,Finance & insurance,2021,32.0,25.09,6.91,,
Slovakia,Eastern,Finance & insurance,2022,31.5,24.37,7.13,,
Slovakia,Eastern,Finance & insurance,2023,29.6,24.24,5.36,p,provisional
Slovakia,Eastern,Finance & insurance,2024,28.6,24.24,4.36,p,provisional
Slovakia,Eastern,Health & social work,2008,17.4,20.73,-3.33,,
Slovakia,Eastern,Health & social work,2009,17.5,20.72,-3.22,,
Slovakia,Eastern,Health & social work,2010,23.8,20.26,3.54,,
Slovakia,Eastern,Health & social work,2011,24.2,20.36,3.84,,
Slovakia,Eastern,Health & social work,2012,24.2,20.35,3.85,,
Slovakia,Eastern,Health & social work,2013,22.8,20.0,2.8,,
Slovakia,Eastern,Health & social work,2014,24.6,18.6,6.0,,
Slovakia,Eastern,Health & social work,2015,26.0,19.34,6.66,,
Slovakia,Eastern,Health & social work,2016,23.8,18.5,5.3,,
Slovakia,Eastern,Health & social work,2017,26.5,18.44,8.06,,
Slovakia,Eastern,Health & social work,2018,26.8,18.0,8.8,,
Slovakia,Eastern,Health & social work,2019,26.1,17.54,8.56,,
Slovakia,Eastern,Health & social work,2020,24.8,17.34,7.46,,
Slovakia,Eastern,Health & social work,2021,22.4,17.61,4.79,,
Slovakia,Eastern,Health & social work,2022,23.2,16.69,6.51,,
Slovakia,Eastern,Health & social work,2023,24.2,16.86,7.34,p,provisional
Slovakia,Eastern,Health & social work,2024,24.3,16.44,7.86,p,provisional
Slovakia,Eastern,ICT,2008,31.1,21.31,9.79,,
Slovakia,Eastern,ICT,2009,29.9,21.09,8.81,,
Slovakia,Eastern,ICT,2010,27.3,20.16,7.14,,
Slovakia,Eastern,ICT,2011,28.3,19.29,9.01,,
Slovakia,Eastern,ICT,2012,27.0,19.6,7.4,,
Slovakia,Eastern,ICT,2013,27.9,19.35,8.55,,
Slovakia,Eastern,ICT,2014,28.5,18.67,9.83,,
Slovakia,Eastern,ICT,2015,27.1,19.15,7.95,,
Slovakia,Eastern,ICT,2016,26.3,19.1,7.2,,
Slovakia,Eastern,ICT,2017,27.5,19.68,7.82,,
Slovakia,Eastern,ICT,2018,25.6,19.41,6.19,,
Slovakia,Eastern,ICT,2019,27.7,19.66,8.04,,
Slovakia,Eastern,ICT,2020,27.3,19.41,7.89,,
Slovakia,Eastern,ICT,2021,26.8,19.15,7.65,,
Slovakia,Eastern,ICT,2022,26.4,19.56,6.84,,
Slovakia,Eastern,ICT,2023,26.4,19.65,6.75,p,provisional
Slovakia,Eastern,ICT,2024,26.7,19.33,7.37,p,provisional
Slovakia,Eastern,Manufacturing,2008,29.2,23.5,5.7,,
Slovakia,Eastern,Manufacturing,2009,29.2,22.39,6.81,,
Slovakia,Eastern,Manufacturing,2010,27.4,21.21,6.19,,
Slovakia,Eastern,Manufacturing,2011,27.9,21.0,6.9,,
Slovakia,Eastern,Manufacturing,2012,27.4,21.17,6.23,,
Slovakia,Eastern,Manufacturing,2013,27.7,20.76,6.94,,
Slovakia,Eastern,Manufacturing,2014,27.4,20.32,7.08,,
Slovakia,Eastern,Manufacturing,2015,26.6,19.69,6.91,,
Slovakia,Eastern,Manufacturing,2016,26.1,19.49,6.61,,
Slovakia,Eastern,Manufacturing,2017,25.8,19.21,6.59,,
Slovakia,Eastern,Manufacturing,2018,25.2,18.51,6.69,,
Slovakia,Eastern,Manufacturing,2019,25.2,18.28,6.92,,
Slovakia,Eastern,Manufacturing,2020,24.2,17.42,6.78,,
Slovakia,Eastern,Manufacturing,2021,24.1,17.06,7.04,,
Slovakia,Eastern,Manufacturing,2022,23.2,16.52,6.68,,
Slovakia,Eastern,Manufacturing,2023,23.5,16.0,7.5,p,provisional
Slovakia,Eastern,Manufacturing,2024,23.3,15.3,8.0,p,provisional
Slovakia,Eastern,Mining & quarrying,2008,-2.2,13.42,-15.62,,
Slovakia,Eastern,Mining & quarrying,2009,2.9,13.42,-10.52,,
Slovakia,Eastern,Mining & quarrying,2010,5.1,9.81,-4.71,,
Slovakia,Eastern,Mining & quarrying,2011,-10.3,9.22,-19.52,,
Slovakia,Eastern,Mining & quarrying,2012,-8.2,9.94,-18.14,,
Slovakia,Eastern,Mining & quarrying,2013,10.0,9.53,0.47,,
Slovakia,Eastern,Mining & quarrying,2014,13.0,7.75,5.25,,
Slovakia,Eastern,Mining & quarrying,2015,14.1,10.05,4.05,,
Slovakia,Eastern,Mining & quarrying,2016,17.6,9.56,8.04,,
Slovakia,Eastern,Mining & quarrying,2017,20.6,11.11,9.49,,
Slovakia,Eastern,Mining & quarrying,2018,21.5,11.41,10.09,,
Slovakia,Eastern,Mining & quarrying,2019,18.4,9.42,8.98,,
Slovakia,Eastern,Mining & quarrying,2020,16.0,8.23,7.77,,
Slovakia,Eastern,Mining & quarrying,2021,15.7,6.42,9.28,,
Slovakia,Eastern,Mining & quarrying,2022,14.1,5.23,8.87,,
Slovakia,Eastern,Mining & quarrying,2023,9.8,6.08,3.72,p,provisional
Slovakia,Eastern,Mining & quarrying,2024,10.2,6.48,3.72,p,provisional
Slovakia,Eastern,Other services,2008,6.0,20.21,-14.21,,
Slovakia,Eastern,Other services,2009,1.0,20.3,-19.3,,
Slovakia,Eastern,Other services,2010,-2.8,21.75,-24.55,,
Slovakia,Eastern,Other services,2011,8.0,19.12,-11.12,,
Slovakia,Eastern,Other services,2012,4.0,19.07,-15.07,,
Slovakia,Eastern,Other services,2013,-11.9,18.06,-29.96,,
Slovakia,Eastern,Other services,2014,-1.8,19.07,-20.87,,
Slovakia,Eastern,Other services,2015,-7.5,17.8,-25.3,,
Slovakia,Eastern,Other services,2016,-10.8,15.62,-26.42,,
Slovakia,Eastern,Other services,2017,-8.0,15.52,-23.52,,
Slovakia,Eastern,Other services,2018,-9.4,15.64,-25.04,,
